"small.zip","Region","Rural.urban"
"69933","South","Rural"
"69932","South","Rural"
"69712","South","Rural"
"69711","South","Rural"
"69032","South","Rural"
"69035","South","Rural"
"69034","South","Rural"
"69033","South","Rural"
"69300","South","Urban"
"69302","South","Urban"
"69100","South","Urban"
"69301","South","Urban"
"69908","South","Urban"
"69305","South","Urban"
"69907","South","Urban"
"69909","South","Urban"
"69906","South","Urban"
"69905","South","Urban"
"69600","South","Rural"
"69612","South","Rural"
"69800","South","Rural"
"69936","South","Rural"
"69822","South","Rural"
"69937","South","Rural"
"69821","South","Rural"
"69951","South","Rural"
"69804","South","Rural"
"69935","South","Rural"
"69812","South","Rural"
"69802","South","Rural"
"69000","South","Urban"
"69002","South","Urban"
"69008","South","Urban"
"69001","South","Urban"
"69011","South","Urban"
"69003","South","Urban"
"69004","South","Urban"
"69012","South","Urban"
"69904","South","Urban"
"69902","South","Urban"
"69901","South","Urban"
"69013","South","Urban"
"69015","South","Urban"
"69021","South","Urban"
"69014","South","Urban"
"69946","South","Rural"
"69947","South","Rural"
"69607","South","Rural"
"69611","South","Rural"
"68403","South","Rural"
"68402","South","Rural"
"69400","South","Rural"
"69922","South","Rural"
"69404","South","Rural"
"69403","South","Rural"
"69402","South","Rural"
"69923","South","Rural"
"69925","South","Rural"
"68500","South","Rural"
"68504","South","Rural"
"68503","South","Rural"
"68501","South","Rural"
"69915","South","Rural"
"69918","South","Rural"
"69919","South","Rural"
"69916","South","Rural"
"69914","South","Rural"
"69917","South","Rural"
"69601","South","Rural"
"69605","South","Rural"
"69603","South","Rural"
"69706","South","Rural"
"69606","South","Rural"
"69602","South","Rural"
"69604","South","Rural"
"69943","South","Rural"
"69956","South","Rural"
"69952","South","Rural"
"69024","South","Rural"
"69027","South","Rural"
"69911","South","Rural"
"69913","South","Rural"
"69912","South","Rural"
"69025","South","Rural"
"69026","South","Rural"
"69023","South","Rural"
"69028","South","Rural"
"69200","South","Rural"
"69203","South","Rural"
"69202","South","Rural"
"69204","South","Rural"
"69206","South","Rural"
"69207","South","Rural"
"69955","South","Rural"
"69953","South","Rural"
"41300","Chubu","Rural"
"41301","Chubu","Rural"
"41700","Chubu","Urban"
"41609","Chubu","Urban"
"41902","Chubu","Urban"
"41708","Chubu","Urban"
"42133","Chubu","Urban"
"42600","Chubu","Urban"
"42111","Chubu","Urban"
"42602","Chubu","Urban"
"42601","Chubu","Urban"
"41800","Chubu","Urban"
"41801","Chubu","Urban"
"41903","Chubu","Urban"
"43700","Chubu","Rural"
"43711","Chubu","Rural"
"43701","Chubu","Rural"
"43713","Chubu","Urban"
"41200","Chubu","Rural"
"43400","Chubu","Rural"
"43200","Chubu","Urban"
"43131","Chubu","Urban"
"43500","Chubu","Urban"
"43008","Chubu","Urban"
"43122","Chubu","Rural"
"43125","Chubu","Rural"
"43381","Chubu","Urban"
"43121","Chubu","Rural"
"43113","Chubu","Rural"
"43114","Chubu","Rural"
"43280","Chubu","Urban"
"43009","Chubu","Urban"
"43077","Chubu","Urban"
"43111","Chubu","Urban"
"43112","Chubu","Urban"
"43102","Chubu","Urban"
"43101","Chubu","Urban"
"43134","Chubu","Rural"
"43135","Chubu","Rural"
"43137","Chubu","Rural"
"43136","Chubu","Rural"
"43133","Chubu","Rural"
"43139","Chubu","Rural"
"43138","Chubu","Rural"
"43706","Chubu","Rural"
"41303","Chubu","Rural"
"41304","Chubu","Rural"
"41400","Chubu","Rural"
"41302","Chubu","Rural"
"43800","Chubu","Urban"
"43808","Chubu","Urban"
"43801","Chubu","Urban"
"43712","Chubu","Urban"
"43802","Chubu","Urban"
"41024","Chubu","Rural"
"41032","Chubu","Rural"
"41025","Chubu","Rural"
"41033","Chubu","Rural"
"41022","Chubu","Rural"
"41023","Chubu","Rural"
"41021","Chubu","Rural"
"43600","Chubu","Urban"
"43602","Chubu","Urban"
"43603","Chubu","Urban"
"43714","Chubu","Urban"
"43601","Chubu","Urban"
"41901","Chubu","Rural"
"41100","Chubu","Urban"
"42803","Chubu","Rural"
"42804","Chubu","Rural"
"41305","Chubu","Rural"
"43900","Chubu","Rural"
"43715","Chubu","Rural"
"43104","Chubu","Rural"
"43103","Chubu","Rural"
"42105","Chubu","Rural"
"42104","Chubu","Rural"
"41036","Chubu","Rural"
"41503","Chubu","Rural"
"41501","Chubu","Rural"
"41505","Chubu","Rural"
"41108","Chubu","Urban"
"43702","Chubu","Rural"
"41109","Chubu","Rural"
"41035","Chubu","Rural"
"41000","Chubu","Urban"
"41008","Chubu","Urban"
"41003","Chubu","Urban"
"41034","Chubu","Urban"
"41002","Chubu","Urban"
"41001","Chubu","Urban"
"43716","Chubu","Rural"
"41013","Chubu","Rural"
"41014","Chubu","Rural"
"42700","Chubu","Rural"
"42702","Chubu","Rural"
"42701","Chubu","Rural"
"42800","Chubu","Rural"
"42801","Chubu","Rural"
"42802","Chubu","Rural"
"41500","Chubu","Rural"
"41307","Chubu","Rural"
"42200","Chubu","Urban"
"42008","Chubu","Urban"
"42123","Chubu","Urban"
"42113","Chubu","Urban"
"42000","Chubu","Urban"
"42009","Chubu","Urban"
"42121","Chubu","Urban"
"42805","Chubu","Urban"
"42112","Chubu","Urban"
"42122","Chubu","Urban"
"42114","Chubu","Urban"
"42408","Chubu","Urban"
"42401","Chubu","Urban"
"42400","Chubu","Urban"
"42409","Chubu","Urban"
"42404","Chubu","Urban"
"42402","Chubu","Urban"
"42403","Chubu","Urban"
"42132","Chubu","Urban"
"42131","Chubu","Urban"
"42101","Chubu","Urban"
"42280","Chubu","Urban"
"41011","Chubu","Rural"
"41012","Chubu","Rural"
"42500","Chubu","Urban"
"42102","Chubu","Urban"
"42103","Chubu","Rural"
"32600","Kanto","Urban"
"32603","Kanto","Urban"
"32608","Kanto","Urban"
"32601","Kanto","Urban"
"32942","Kanto","Urban"
"32133","Kanto","Rural"
"32134","Kanto","Rural"
"32906","Kanto","Rural"
"32905","Kanto","Rural"
"32200","Kanto","Rural"
"32203","Kanto","Rural"
"32205","Kanto","Rural"
"32111","Kanto","Rural"
"32202","Kanto","Rural"
"32201","Kanto","Rural"
"32204","Kanto","Rural"
"32802","Kanto","Urban"
"32142","Kanto","Rural"
"32141","Kanto","Rural"
"32102","Kanto","Rural"
"32143","Kanto","Rural"
"32145","Kanto","Rural"
"32144","Kanto","Rural"
"32135","Kanto","Rural"
"32136","Kanto","Rural"
"32137","Kanto","Rural"
"32406","Kanto","Rural"
"32405","Kanto","Rural"
"32932","Kanto","Rural"
"32934","Kanto","Rural"
"32503","Kanto","Rural"
"32500","Kanto","Urban"
"32106","Kanto","Rural"
"32105","Kanto","Rural"
"32501","Kanto","Urban"
"32927","Kanto","Urban"
"32928","Kanto","Urban"
"32931","Kanto","Urban"
"32929","Kanto","Urban"
"32112","Kanto","Rural"
"32114","Kanto","Rural"
"32126","Kanto","Rural"
"32115","Kanto","Rural"
"32128","Kanto","Rural"
"32123","Kanto","Rural"
"32124","Kanto","Rural"
"32127","Kanto","Rural"
"32125","Kanto","Rural"
"32113","Kanto","Rural"
"32116","Kanto","Rural"
"32901","Kanto","Rural"
"32400","Kanto","Rural"
"32404","Kanto","Rural"
"32402","Kanto","Rural"
"32300","Kanto","Urban"
"32902","Kanto","Urban"
"32308","Kanto","Urban"
"32301","Kanto","Urban"
"32913","Kanto","Rural"
"32914","Kanto","Rural"
"32700","Kanto","Urban"
"32705","Kanto","Urban"
"32701","Kanto","Urban"
"32708","Kanto","Urban"
"32703","Kanto","Urban"
"32702","Kanto","Urban"
"32904","Kanto","Rural"
"32922","Kanto","Rural"
"32923","Kanto","Rural"
"32924","Kanto","Rural"
"32912","Kanto","Rural"
"32800","Kanto","Urban"
"32801","Kanto","Urban"
"32943","Kanto","Urban"
"32944","Kanto","Urban"
"32206","Kanto","Urban"
"32311","Kanto","Urban"
"32903","Kanto","Urban"
"32100","Kanto","Urban"
"32911","Kanto","Urban"
"32008","Kanto","Urban"
"32104","Kanto","Urban"
"32103","Kanto","Urban"
"32121","Kanto","Urban"
"32109","Kanto","Urban"
"32000","Kanto","Urban"
"32132","Kanto","Urban"
"32101","Kanto","Urban"
"32921","Kanto","Rural"
"32915","Kanto","Rural"
"32925","Kanto","Rural"
"77112","South","Rural"
"77400","South","Rural"
"77914","South","Rural"
"77915","South","Rural"
"77417","South","Rural"
"77151","South","Rural"
"77916","South","Rural"
"77917","South","Rural"
"77912","South","Rural"
"77911","South","Rural"
"77117","South","Rural"
"77116","South","Rural"
"77115","South","Rural"
"77114","South","Rural"
"77947","South","Rural"
"77125","South","Rural"
"77932","South","Rural"
"77901","South","Rural"
"77502","South","Rural"
"77504","South","Rural"
"77501","South","Rural"
"77503","South","Rural"
"77505","South","Rural"
"77113","South","Rural"
"77145","South","Rural"
"77132","South","Rural"
"77134","South","Rural"
"77133","South","Rural"
"77143","South","Rural"
"77102","South","Rural"
"77300","South","Urban"
"77936","South","Rural"
"77700","South","Rural"
"77703","South","Rural"
"77121","South","Rural"
"77937","South","Rural"
"77923","South","Rural"
"77921","South","Rural"
"77800","South","Rural"
"77948","South","Rural"
"77852","South","Rural"
"77951","South","Rural"
"77801","South","Rural"
"77802","South","Rural"
"77123","South","Rural"
"77953","South","Rural"
"77954","South","Rural"
"77500","South","Rural"
"77152","South","Rural"
"77154","South","Rural"
"77153","South","Rural"
"77161","South","Rural"
"77155","South","Rural"
"77163","South","Rural"
"77164","South","Rural"
"77165","South","Rural"
"77200","South","Rural"
"77903","South","Rural"
"77902","South","Rural"
"77103","South","Rural"
"77141","South","Rural"
"77000","South","Urban"
"77008","South","Urban"
"77009","South","Urban"
"77142","South","Urban"
"77931","South","Urban"
"77111","South","Urban"
"77080","South","Urban"
"77101","South","Urban"
"77941","South","Rural"
"77943","South","Rural"
"77944","South","Rural"
"77600","South","Rural"
"77933","South","Rural"
"77935","South","Rural"
"77934","South","Rural"
"12000","Kanto","Urban"
"12100","Kanto","Urban"
"12108","Kanto","Urban"
"12308","Kanto","Urban"
"19001","Kanto","Rural"
"19708","Kanto","Rural"
"19600","Kanto","Urban"
"10017","Kanto","Rural"
"11600","Kanto","Urban"
"11200","Kanto","Urban"
"11300","Kanto","Urban"
"10000","Kanto","Rural"
"10200","Kanto","Rural"
"10100","Kanto","Rural"
"10068","Kanto","Rural"
"10060","Kanto","Rural"
"10061","Kanto","Rural"
"10066","Kanto","Rural"
"10067","Kanto","Rural"
"10070","Kanto","Rural"
"10065","Kanto","Rural"
"10064","Kanto","Rural"
"10062","Kanto","Rural"
"10069","Kanto","Rural"
"10063","Kanto","Rural"
"18200","Kanto","Urban"
"10300","Kanto","Urban"
"10400","Kanto","Urban"
"10360","Kanto","Urban"
"10361","Kanto","Urban"
"10460","Kanto","Urban"
"10461","Kanto","Urban"
"10462","Kanto","Urban"
"13200","Kanto","Urban"
"13400","Kanto","Urban"
"13300","Kanto","Urban"
"18300","Kanto","Urban"
"19700","Kanto","Rural"
"10014","Kanto","Rural"
"10016","Kanto","Rural"
"10015","Kanto","Rural"
"19200","Kanto","Urban"
"19308","Kanto","Urban"
"19209","Kanto","Urban"
"19203","Kanto","Urban"
"19309","Kanto","Urban"
"19201","Kanto","Urban"
"20500","Kanto","Rural"
"20300","Kanto","Urban"
"18900","Kanto","Urban"
"20700","Kanto","Rural"
"19100","Kanto","Urban"
"19002","Kanto","Rural"
"20600","Kanto","Urban"
"20608","Kanto","Rural"
"17400","Kanto","Urban"
"17500","Kanto","Urban"
"17300","Kanto","Urban"
"12400","Kanto","Urban"
"12500","Kanto","Urban"
"11400","Kanto","Urban"
"11500","Kanto","Urban"
"20400","Kanto","Rural"
"18700","Kanto","Urban"
"18400","Kanto","Urban"
"18500","Kanto","Urban"
"20100","Kanto","Rural"
"13500","Kanto","Urban"
"13600","Kanto","Urban"
"13560","Kanto","Urban"
"10006","Kanto","Rural"
"18600","Kanto","Rural"
"19400","Kanto","Urban"
"19402","Kanto","Urban"
"19500","Kanto","Urban"
"15200","Kanto","Urban"
"15300","Kanto","Urban"
"10013","Kanto","Rural"
"10500","Kanto","Urban"
"10700","Kanto","Urban"
"10760","Kanto","Urban"
"10761","Kanto","Urban"
"10763","Kanto","Urban"
"10762","Kanto","Urban"
"10600","Kanto","Urban"
"10562","Kanto","Urban"
"10800","Kanto","Urban"
"10575","Kanto","Urban"
"10860","Kanto","Urban"
"10861","Kanto","Urban"
"10862","Kanto","Urban"
"10569","Kanto","Urban"
"10560","Kanto","Urban"
"10564","Kanto","Urban"
"10563","Kanto","Urban"
"10561","Kanto","Urban"
"10551","Kanto","Urban"
"10571","Kanto","Urban"
"10572","Kanto","Urban"
"10570","Kanto","Urban"
"10573","Kanto","Urban"
"10574","Kanto","Urban"
"10863","Kanto","Urban"
"10660","Kanto","Urban"
"10662","Kanto","Urban"
"10661","Kanto","Urban"
"18100","Kanto","Urban"
"10011","Kanto","Rural"
"10012","Kanto","Rural"
"19012","Kanto","Rural"
"20800","Kanto","Rural"
"18000","Kanto","Urban"
"16400","Kanto","Urban"
"16500","Kanto","Urban"
"17600","Kanto","Urban"
"17900","Kanto","Urban"
"17800","Kanto","Urban"
"17700","Kanto","Urban"
"10004","Kanto","Rural"
"10005","Kanto","Rural"
"20200","Kanto","Urban"
"18800","Kanto","Urban"
"10021","Kanto","Rural"
"10022","Kanto","Rural"
"19800","Kanto","Urban"
"19802","Kanto","Rural"
"19801","Kanto","Urban"
"10001","Kanto","Rural"
"10002","Kanto","Rural"
"14400","Kanto","Urban"
"14600","Kanto","Urban"
"14500","Kanto","Urban"
"14300","Kanto","Urban"
"15400","Kanto","Urban"
"15600","Kanto","Urban"
"15700","Kanto","Urban"
"15800","Kanto","Urban"
"15500","Kanto","Urban"
"15000","Kanto","Urban"
"15100","Kanto","Urban"
"15060","Kanto","Urban"
"15061","Kanto","Urban"
"14000","Kanto","Urban"
"14200","Kanto","Urban"
"14100","Kanto","Urban"
"14160","Kanto","Urban"
"16000","Kanto","Urban"
"16208","Kanto","Urban"
"16200","Kanto","Urban"
"16900","Kanto","Urban"
"16100","Kanto","Urban"
"16307","Kanto","Urban"
"16313","Kanto","Urban"
"16308","Kanto","Urban"
"16315","Kanto","Urban"
"16311","Kanto","Urban"
"16302","Kanto","Urban"
"16306","Kanto","Urban"
"16305","Kanto","Urban"
"16310","Kanto","Urban"
"16304","Kanto","Urban"
"16309","Kanto","Urban"
"16360","Kanto","Urban"
"16061","Kanto","Urban"
"16314","Kanto","Urban"
"16600","Kanto","Urban"
"16700","Kanto","Urban"
"16800","Kanto","Urban"
"13000","Kanto","Urban"
"13100","Kanto","Urban"
"19000","Kanto","Urban"
"11000","Kanto","Urban"
"11100","Kanto","Urban"
"17000","Kanto","Urban"
"17100","Kanto","Urban"
"17060","Kanto","Urban"
"10003","Kanto","Rural"
"68914","South","Rural"
"68932","South","Rural"
"68931","South","Rural"
"68933","South","Rural"
"68935","South","Urban"
"68945","South","Rural"
"68951","South","Rural"
"68941","South","Rural"
"68942","South","Rural"
"68922","South","Rural"
"68921","South","Rural"
"68100","South","Rural"
"68944","South","Rural"
"68923","South","Rural"
"68925","South","Rural"
"68200","South","Rural"
"68208","South","Rural"
"68209","South","Rural"
"68206","South","Rural"
"68204","South","Rural"
"68201","South","Rural"
"68203","South","Rural"
"68303","South","Rural"
"68302","South","Urban"
"68952","South","Rural"
"68955","South","Rural"
"68956","South","Rural"
"68400","South","Rural"
"68000","South","Urban"
"68008","South","Urban"
"68905","South","Urban"
"68009","South","Urban"
"68011","South","Urban"
"68014","South","Urban"
"68902","South","Urban"
"68911","South","Urban"
"68012","South","Urban"
"68903","South","Urban"
"68001","South","Urban"
"68002","South","Urban"
"68080","South","Urban"
"68913","South","Urban"
"68904","South","Urban"
"68901","South","Urban"
"68912","South","Urban"
"68007","South","Rural"
"68004","South","Rural"
"68003","South","Rural"
"68005","South","Rural"
"68006","South","Rural"
"68300","South","Urban"
"68308","South","Urban"
"68301","South","Urban"
"68934","South","Urban"
"68207","South","Rural"
"68907","South","Rural"
"68906","South","Rural"
"93907","Chubu","Rural"
"93801","Chubu","Rural"
"93002","Chubu","Rural"
"93500","Chubu","Rural"
"93502","Chubu","Rural"
"93503","Chubu","Rural"
"93504","Chubu","Rural"
"93501","Chubu","Rural"
"93903","Chubu","Rural"
"93902","Chubu","Rural"
"93302","Chubu","Rural"
"93904","Chubu","Rural"
"93400","Chubu","Urban"
"93300","Chubu","Urban"
"93003","Chubu","Rural"
"93004","Chubu","Rural"
"93608","Chubu","Rural"
"93800","Chubu","Rural"
"93808","Chubu","Rural"
"93802","Chubu","Rural"
"93600","Chubu","Rural"
"93916","Chubu","Rural"
"93919","Chubu","Rural"
"93917","Chubu","Rural"
"93202","Chubu","Rural"
"93915","Chubu","Rural"
"93918","Chubu","Rural"
"93925","Chubu","Rural"
"93203","Chubu","Rural"
"93906","Chubu","Rural"
"93200","Chubu","Rural"
"93208","Chubu","Rural"
"93201","Chubu","Rural"
"93911","Chubu","Urban"
"93308","Chubu","Urban"
"93309","Chubu","Urban"
"93912","Chubu","Urban"
"93303","Chubu","Urban"
"93301","Chubu","Urban"
"93014","Chubu","Urban"
"93032","Chubu","Rural"
"93013","Chubu","Urban"
"93913","Chubu","Rural"
"93914","Chubu","Rural"
"93900","Chubu","Urban"
"93000","Chubu","Urban"
"93008","Chubu","Urban"
"93981","Chubu","Urban"
"93980","Chubu","Urban"
"93982","Chubu","Urban"
"93009","Chubu","Urban"
"93921","Chubu","Urban"
"93183","Chubu","Urban"
"93001","Chubu","Urban"
"93012","Chubu","Urban"
"93922","Chubu","Urban"
"93022","Chubu","Urban"
"93184","Chubu","Urban"
"93935","Chubu","Urban"
"93927","Chubu","Urban"
"93926","Chubu","Urban"
"93905","Chubu","Urban"
"93924","Chubu","Urban"
"93923","Chubu","Urban"
"93021","Chubu","Urban"
"93700","Chubu","Rural"
"93708","Chubu","Rural"
"64903","Kansai","Rural"
"64904","Kansai","Rural"
"64300","Kansai","Rural"
"64303","Kansai","Rural"
"64301","Kansai","Rural"
"64306","Kansai","Rural"
"64308","Kansai","Rural"
"64305","Kansai","Rural"
"64400","Kansai","Rural"
"64913","Kansai","Rural"
"64800","Kansai","Rural"
"64972","Kansai","Rural"
"64912","Kansai","Rural"
"64412","Kansai","Rural"
"64411","Kansai","Rural"
"64914","Kansai","Rural"
"64505","Kansai","Rural"
"64915","Kansai","Rural"
"64402","Kansai","Rural"
"64962","Kansai","Urban"
"64200","Kansai","Rural"
"64011","Kansai","Rural"
"64901","Kansai","Rural"
"64004","Kansai","Rural"
"64921","Kansai","Rural"
"64971","Kansai","Rural"
"64014","Kansai","Rural"
"64802","Kansai","Rural"
"64012","Kansai","Rural"
"64013","Kansai","Rural"
"64964","Kansai","Rural"
"64966","Kansai","Rural"
"64965","Kansai","Rural"
"64961","Kansai","Rural"
"64716","Kansai","Rural"
"64804","Kansai","Rural"
"64801","Kansai","Rural"
"64941","Kansai","Rural"
"64942","Kansai","Rural"
"64944","Kansai","Rural"
"64945","Kansai","Rural"
"64935","Kansai","Rural"
"64936","Kansai","Rural"
"64500","Kansai","Rural"
"64502","Kansai","Rural"
"64953","Kansai","Rural"
"64951","Kansai","Rural"
"64954","Kansai","Rural"
"64700","Kansai","Rural"
"64711","Kansai","Rural"
"64922","Kansai","Rural"
"64925","Kansai","Rural"
"64603","Kansai","Rural"
"64923","Kansai","Rural"
"64926","Kansai","Rural"
"64931","Kansai","Rural"
"64600","Kansai","Rural"
"64601","Kansai","Rural"
"64611","Kansai","Rural"
"64613","Kansai","Rural"
"64602","Kansai","Rural"
"64612","Kansai","Rural"
"64614","Kansai","Rural"
"64717","Kansai","Rural"
"64503","Kansai","Rural"
"64504","Kansai","Rural"
"64000","Kansai","Urban"
"64082","Kansai","Urban"
"64083","Kansai","Urban"
"64100","Kansai","Urban"
"64003","Kansai","Urban"
"64081","Kansai","Urban"
"64963","Kansai","Urban"
"64084","Kansai","Urban"
"64001","Kansai","Urban"
"64080","Kansai","Urban"
"64911","Kansai","Rural"
"99014","North","Rural"
"99013","North","Rural"
"99015","North","Rural"
"99946","North","Rural"
"99937","North","Rural"
"99906","North","Rural"
"99904","North","Rural"
"99911","North","Rural"
"99935","North","Rural"
"99931","North","Rural"
"99932","North","Rural"
"99954","North","Rural"
"99901","North","Rural"
"99206","North","Rural"
"99902","North","Rural"
"99903","North","Rural"
"99953","North","Rural"
"99955","North","Rural"
"99956","North","Rural"
"99713","North","Rural"
"99961","North","Rural"
"99962","North","Rural"
"99500","North","Rural"
"99502","North","Rural"
"99501","North","Rural"
"99300","North","Rural"
"99004","North","Rural"
"99922","North","Rural"
"99204","North","Rural"
"99205","North","Rural"
"99007","North","Rural"
"99942","North","Rural"
"99945","North","Rural"
"99943","North","Rural"
"99944","North","Rural"
"99011","North","Rural"
"99108","North","Rural"
"99012","North","Rural"
"99913","North","Rural"
"99915","North","Rural"
"99914","North","Rural"
"99912","North","Rural"
"99941","North","Rural"
"99602","North","Rural"
"99603","North","Rural"
"99100","North","Rural"
"99005","North","Rural"
"99800","North","Urban"
"99968","North","Urban"
"99982","North","Urban"
"99808","North","Urban"
"99967","North","Urban"
"99977","North","Urban"
"99981","North","Urban"
"99801","North","Urban"
"99984","North","Urban"
"99802","North","Urban"
"99952","North","Rural"
"99600","North","Rural"
"99951","North","Rural"
"99601","North","Rural"
"99208","North","Rural"
"99207","North","Rural"
"99966","North","Urban"
"99203","North","Rural"
"99921","North","Rural"
"99202","North","Rural"
"99400","North","Rural"
"99401","North","Rural"
"99964","North","Rural"
"99963","North","Rural"
"99700","North","Urban"
"99708","North","Urban"
"99972","North","Urban"
"99973","North","Urban"
"99712","North","Urban"
"99706","North","Urban"
"99976","North","Urban"
"99707","North","Urban"
"99703","North","Urban"
"99711","North","Urban"
"99704","North","Urban"
"99705","North","Urban"
"99975","North","Urban"
"99971","North","Urban"
"99974","North","Urban"
"99701","North","Urban"
"99702","North","Urban"
"99000","North","Urban"
"99024","North","Urban"
"99023","North","Urban"
"99022","North","Urban"
"99021","North","Urban"
"99008","North","Urban"
"99933","North","Urban"
"99003","North","Rural"
"99200","North","Rural"
"99214","North","Rural"
"99212","North","Rural"
"99201","North","Rural"
"99213","North","Rural"
"99215","North","Rural"
"99211","North","Rural"
"99983","North","Rural"
"99985","North","Rural"
"75936","South","Rural"
"75935","South","Rural"
"75806","South","Rural"
"75800","South","Rural"
"75404","South","Rural"
"75931","South","Rural"
"75803","South","Rural"
"75932","South","Rural"
"75801","South","Rural"
"75802","South","Rural"
"75301","South","Rural"
"75937","South","Rural"
"75805","South","Rural"
"75934","South","Rural"
"75933","South","Rural"
"75807","South","Rural"
"74300","South","Rural"
"74301","South","Rural"
"74211","South","Rural"
"74700","South","Urban"
"74708","South","Urban"
"74701","South","Urban"
"74712","South","Urban"
"74711","South","Urban"
"74000","South","Urban"
"74003","South","Urban"
"74100","South","Urban"
"74203","South","Urban"
"74204","South","Urban"
"74009","South","Urban"
"74007","South","Urban"
"74008","South","Urban"
"74006","South","Urban"
"74005","South","Urban"
"74012","South","Urban"
"74014","South","Urban"
"74214","South","Rural"
"74400","South","Rural"
"74402","South","Rural"
"75922","South","Rural"
"75921","South","Rural"
"75923","South","Rural"
"75406","South","Rural"
"75405","South","Rural"
"75006","South","Rural"
"75403","South","Rural"
"75402","South","Rural"
"75401","South","Rural"
"75941","South","Rural"
"75942","South","Rural"
"75944","South","Rural"
"75938","South","Rural"
"75945","South","Rural"
"75947","South","Rural"
"75946","South","Rural"
"75600","South","Rural"
"75608","South","Rural"
"75700","South","Rural"
"75000","South","Urban"
"75209","South","Urban"
"75108","South","Urban"
"75002","South","Urban"
"75011","South","Urban"
"75966","South","Urban"
"75003","South","Urban"
"75963","South","Urban"
"75004","South","Urban"
"75965","South","Urban"
"75952","South","Urban"
"75951","South","Urban"
"75953","South","Urban"
"75955","South","Urban"
"75961","South","Urban"
"74500","South","Urban"
"74508","South","Urban"
"74501","South","Urban"
"74601","South","Urban"
"74506","South","Urban"
"74503","South","Urban"
"74502","South","Urban"
"74600","South","Urban"
"74504","South","Urban"
"74706","South","Urban"
"74505","South","Urban"
"74511","South","Urban"
"74221","South","Rural"
"74228","South","Rural"
"74227","South","Rural"
"74226","South","Rural"
"74225","South","Rural"
"74229","South","Rural"
"74223","South","Rural"
"74215","South","Rural"
"75500","South","Urban"
"75508","South","Urban"
"75702","South","Urban"
"75501","South","Urban"
"75901","South","Urban"
"75413","South","Urban"
"75902","South","Urban"
"75704","South","Urban"
"75502","South","Urban"
"75300","South","Urban"
"75411","South","Urban"
"75408","South","Urban"
"75308","South","Urban"
"75412","South","Urban"
"75913","South","Urban"
"75912","South","Urban"
"75916","South","Urban"
"75914","South","Urban"
"75915","South","Urban"
"75302","South","Urban"
"75400","South","Urban"
"74702","South","Urban"
"74705","South","Urban"
"74704","South","Urban"
"74703","South","Urban"
"75303","South","Urban"
"74200","South","Rural"
"74213","South","Rural"
"74202","South","Rural"
"74901","South","Rural"
"74201","South","Rural"
"40938","Chubu","Rural"
"40015","Chubu","Urban"
"40202","Chubu","Rural"
"40600","Chubu","Rural"
"40937","Chubu","Urban"
"40500","Chubu","Rural"
"40608","Chubu","Rural"
"40005","Chubu","Rural"
"40006","Chubu","Rural"
"40103","Chubu","Rural"
"40300","Chubu","Rural"
"40927","Chubu","Rural"
"40800","Chubu","Rural"
"40802","Chubu","Rural"
"40703","Chubu","Rural"
"40915","Chubu","Rural"
"40801","Chubu","Rural"
"40803","Chubu","Rural"
"40936","Chubu","Rural"
"40932","Chubu","Rural"
"40001","Chubu","Rural"
"40011","Chubu","Rural"
"40000","Chubu","Urban"
"40008","Chubu","Urban"
"40012","Chubu","Urban"
"40400","Chubu","Rural"
"40912","Chubu","Rural"
"40913","Chubu","Rural"
"40402","Chubu","Rural"
"40902","Chubu","Rural"
"40901","Chubu","Rural"
"40004","Chubu","Rural"
"40003","Chubu","Rural"
"40002","Chubu","Rural"
"40925","Chubu","Rural"
"40934","Chubu","Rural"
"40929","Chubu","Rural"
"40931","Chubu","Rural"
"40924","Chubu","Rural"
"40933","Chubu","Rural"
"40921","Chubu","Rural"
"40923","Chubu","Rural"
"40922","Chubu","Rural"
"40700","Chubu","Rural"
"40702","Chubu","Rural"
"40701","Chubu","Rural"
"40105","Chubu","Rural"
"40100","Chubu","Rural"
"40906","Chubu","Rural"
"40905","Chubu","Rural"
"40903","Chubu","Rural"
"40200","Chubu","Rural"
"40102","Chubu","Rural"
